job_title,date,open_positions,average_market_salary
Orthoptist,2026-01-31,4834,123626.85
Chartered management accountant,2024-12-22,991,105599.47
Television floor manager,2025-04-06,1255,86038.28
"Teacher, early years/pre",2025-04-06,2818,140714.91
Plant breeder/geneticist,2025-02-13,1301,179542.62
Sports therapist,2026-02-07,3285,71775.42
"Psychotherapist, dance movement",2026-05-17,1095,155002.92
Insurance broker,2025-03-12,1957,53724.74
Community pharmacist,2025-03-11,4384,83456.68
"Designer, fashion/clothing",2025-06-24,216,145072.04
Pensions consultant,2026-01-17,3878,99361.12
Product designer,2026-01-03,453,119862.41
Community pharmacist,2024-09-15,1958,54244.12
IT technical support officer,2025-02-08,1550,80462.84
Commercial horticulturist,2026-04-05,3436,64107.42
Graphic designer,2025-09-19,985,140241.39
"Administrator, sports",2026-03-14,1243,137651.43
"Surveyor, rural practice",2025-05-02,3527,122346.42
Child psychotherapist,2026-06-03,1556,161348.33
Copy,2024-12-02,1418,62337.45
"Programmer, applications",2025-11-09,4562,59886.95
Field trials officer,2025-07-15,1894,161391.15
"Surveyor, insurance",2025-09-25,4484,190148.51
"Journalist, newspaper",2026-07-02,4227,84457.39
Catering manager,2025-03-03,4104,121015.66
Careers adviser,2025-10-14,3651,131218.84
Bonds trader,2025-06-12,948,107422.53
Proofreader,2025-05-19,2703,180887.08
"Secretary, company",2025-07-15,4674,157604.93
Civil Service fast streamer,2026-05-09,561,131585.81
Biomedical scientist,2025-10-12,1536,198286.34
Surgeon,2026-08-03,4733,113810.16
Marketing executive,2024-11-25,2032,133737.23
Management consultant,2025-08-16,3698,72320.44
Graphic designer,2025-10-28,262,178168.28
Multimedia programmer,2025-03-22,1190,147360.64
Advertising account executive,2025-10-08,2812,93662.54
"Accountant, chartered certified",2026-05-16,183,164107.43
"Investment banker, corporate",2025-02-28,4875,55311.1
"Engineer, water",2024-10-29,102,154101.99
Building control surveyor,2026-04-06,4952,156688.83
Child psychotherapist,2024-11-02,1266,136638.84
"Psychologist, educational",2026-01-29,3518,170266.0
Actuary,2025-05-19,1735,70735.0
Best boy,2026-07-17,4182,93243.28
Forensic scientist,2025-10-27,2404,165049.73
Chief Executive Officer,2025-08-25,2380,189819.53
Herbalist,2025-04-01,3150,92371.12
"Designer, exhibition/display",2026-02-23,2608,73533.51
"Research officer, political party",2025-04-30,577,110012.34
Mudlogger,2026-05-08,904,155205.13
Ergonomist,2025-03-23,1550,127113.62
Speech and language therapist,2026-07-11,3329,157885.91
Theatre stage manager,2025-10-19,1910,121966.52
Adult nurse,2024-11-15,2176,139595.49
Clinical embryologist,2026-07-29,4241,77958.52
"Therapist, horticultural",2026-08-02,4044,153880.52
"Surveyor, minerals",2025-01-15,3037,112120.63
"Engineer, maintenance (IT)",2026-04-27,4595,122798.45
Commercial/residential surveyor,2025-02-25,4978,187584.89
Trade mark attorney,2026-06-05,4206,106452.88
"Psychologist, prison and probation services",2026-05-28,3159,92190.07
"Administrator, charities/voluntary organisations",2026-02-16,3854,191518.09
Emergency planning/management officer,2025-03-21,3126,187345.25
Museum/gallery curator,2026-03-29,3828,193120.44
Research scientist (life sciences),2024-11-28,2875,89904.14
Dispensing optician,2025-08-05,2902,190393.35
Sports coach,2026-03-17,2276,138966.88
Fitness centre manager,2025-10-26,1893,141274.37
Food technologist,2025-12-20,4060,103167.38
"Designer, jewellery",2025-08-04,4052,158852.91
Web designer,2025-07-10,4111,121869.52
Insurance broker,2025-09-18,2064,142080.15
Forest/woodland manager,2025-05-09,1211,122916.84
IT sales professional,2025-02-04,4502,87905.19
Leisure centre manager,2024-12-13,1203,58453.56
"Designer, graphic",2024-11-03,1169,66518.11
Adult nurse,2026-03-20,693,92772.89
"Loss adjuster, chartered",2026-05-26,2286,193797.13
Emergency planning/management officer,2025-01-08,4601,106810.88
Medical laboratory scientific officer,2024-09-21,3937,106188.87
Hydrogeologist,2025-09-12,321,163054.07
Advertising account planner,2025-04-20,4327,50050.14
"Therapist, occupational",2026-04-26,2291,189560.49
"Civil engineer, consulting",2025-09-21,1677,76218.17
"Geneticist, molecular",2026-04-04,3868,115605.36
Electrical engineer,2024-10-20,1821,192105.37
Industrial buyer,2024-08-18,1889,158459.43
"Restaurant manager, fast food",2024-09-11,413,190919.83
Senior tax professional/tax inspector,2025-01-24,205,107495.1
Architectural technologist,2025-07-16,2542,111761.71
Counsellor,2025-08-31,2562,126280.71
"Administrator, charities/voluntary organisations",2025-12-18,1360,103317.16
Civil Service administrator,2025-01-13,3077,53121.92
"Horticulturist, commercial",2024-11-14,4446,108746.8
Phytotherapist,2024-10-25,2167,65928.75
IT consultant,2024-10-28,693,66603.57
Radio producer,2025-04-16,157,59805.73
"Administrator, Civil Service",2025-04-02,4462,193180.74
Water engineer,2025-01-26,1918,124424.38
"Scientist, biomedical",2025-12-10,1009,107677.52
Government social research officer,2025-04-16,3566,173330.68
Network engineer,2025-06-08,4398,153378.9
"Buyer, industrial",2024-10-20,4021,143894.11
Merchant navy officer,2025-08-06,1370,82947.53
Health visitor,2026-06-18,741,184353.24
"Production designer, theatre/television/film",2025-04-04,1146,86528.22
Customer service manager,2024-12-26,2179,119449.95
Chiropractor,2026-03-10,3565,165963.49
Marketing executive,2025-04-25,300,115436.54
Multimedia programmer,2024-09-15,57,128146.4
"Buyer, industrial",2026-01-06,4512,199844.15
Planning and development surveyor,2026-08-03,2212,123728.66
Dietitian,2026-05-07,2767,118198.86
Surgeon,2026-08-03,2537,169806.66
Food technologist,2025-02-19,4361,182162.7
Statistician,2026-02-27,542,132950.94
Print production planner,2026-03-23,563,63732.44
Education administrator,2024-11-22,3929,63936.02
Chief of Staff,2026-06-15,2761,172030.42
Occupational hygienist,2025-12-29,4268,103035.28
"Surveyor, rural practice",2025-01-04,2834,144592.44
"Chemist, analytical",2025-05-21,3676,199621.01
Hydrogeologist,2025-12-25,3737,172228.9
Naval architect,2026-03-20,2318,96754.34
"Physicist, medical",2026-07-14,4304,143239.46
Agricultural consultant,2024-08-13,2466,122775.71
"Engineer, manufacturing",2026-05-31,17,158711.21
Management consultant,2026-06-15,2836,54334.49
Civil Service administrator,2025-10-28,345,147101.46
"Teacher, secondary school",2025-06-25,4787,89798.53
Dentist,2025-02-18,344,167051.83
Police officer,2025-01-05,1478,104388.49
"Engineer, mining",2025-11-25,495,104347.08
Facilities manager,2025-09-29,3653,198392.83
"Lecturer, higher education",2025-12-16,2134,156224.55
"Research officer, government",2025-10-01,2104,118920.36
Maintenance engineer,2025-05-17,3022,147157.38
Research scientist (medical),2026-03-14,4779,186678.79
Dancer,2026-05-07,2272,184794.76
Radio producer,2025-10-31,42,153222.1
Emergency planning/management officer,2026-01-07,1943,110548.28
Exhibition designer,2026-04-23,716,187798.58
Tourist information centre manager,2025-02-23,1193,70415.11
Product manager,2025-09-16,2118,97081.31
Museum/gallery conservator,2026-03-11,2290,89155.9
"Designer, interior/spatial",2025-02-25,2045,189048.79
Speech and language therapist,2025-08-01,4365,184714.83
"Journalist, magazine",2026-07-12,4424,93801.64
"Engineer, materials",2025-06-11,2124,190104.25
Toxicologist,2026-05-20,2512,87093.73
Chief Operating Officer,2025-01-20,801,165943.51
Logistics and distribution manager,2026-01-04,2660,58250.24
Associate Professor,2026-06-04,384,138275.0
"Restaurant manager, fast food",2026-03-02,587,80981.62
Special effects artist,2025-06-05,4603,199293.05
Systems analyst,2025-10-27,1007,90296.22
Health and safety inspector,2025-01-25,3844,118830.83
Ambulance person,2026-05-10,4314,90459.23
Health visitor,2025-10-09,3245,129386.19
Chief of Staff,2025-04-01,4814,196395.87
"Scientist, physiological",2026-02-12,4155,106870.76
Adult nurse,2024-08-04,3636,92052.42
Tax adviser,2025-10-15,2466,139418.63
Mechanical engineer,2025-01-27,4955,189282.43
Toxicologist,2026-03-29,3307,58232.48
"Engineer, manufacturing systems",2026-08-01,1276,50839.13
"Administrator, education",2024-08-24,1604,73837.32
Barista,2026-07-27,1673,143210.27
"Psychologist, occupational",2026-02-15,1129,147898.01
Warehouse manager,2024-09-12,3853,133995.08
Estate agent,2025-08-31,1829,83107.79
"Psychologist, sport and exercise",2025-11-15,4479,123101.27
Mechanical engineer,2025-07-12,4196,199762.39
Airline pilot,2025-11-15,3346,119485.1
Learning disability nurse,2025-01-05,911,52161.05
Geographical information systems officer,2024-10-25,4129,131597.68
"Therapist, nutritional",2025-07-09,2003,90340.54
Personnel officer,2025-04-11,2582,109686.84
"Sound technician, broadcasting/film/video",2025-06-10,988,114807.46
Personal assistant,2025-02-22,4600,131825.44
"Engineer, production",2024-12-03,4807,177865.26
"Administrator, local government",2025-11-27,1188,120049.64
"Producer, radio",2025-05-25,2481,73041.19
Toxicologist,2025-03-09,4620,62079.09
"Journalist, magazine",2025-06-01,4219,125737.24
Futures trader,2025-06-16,239,136757.12
Accommodation manager,2025-03-16,3372,103711.9
Claims inspector/assessor,2025-03-19,2875,72101.1
Hydrologist,2026-06-24,906,130270.98
"Conservation officer, historic buildings",2026-07-19,3299,184497.3
Broadcast journalist,2026-01-14,1530,155933.88
Financial trader,2025-05-24,551,72539.43
Senior tax professional/tax inspector,2026-06-20,3787,155582.95
Secondary school teacher,2024-08-09,1385,55958.71
Geographical information systems officer,2024-08-04,582,151093.76
Osteopath,2025-06-13,1076,77044.35
Archaeologist,2026-06-10,4022,166648.95
"Engineer, electronics",2025-11-08,2478,65505.8
Clinical research associate,2026-01-14,3301,65282.19
Speech and language therapist,2026-03-15,4949,67514.78
Energy engineer,2024-12-07,3083,83306.0
Rural practice surveyor,2025-06-09,1318,174556.87
Sport and exercise psychologist,2025-08-03,4259,161009.13
"Psychologist, clinical",2024-08-12,4924,181947.71
Clinical psychologist,2025-05-29,1148,160870.18
Jewellery designer,2024-09-03,79,181124.63
Interior and spatial designer,2025-03-20,1781,152618.25
Energy manager,2025-05-04,1920,52287.87
"Physicist, medical",2025-07-10,453,129354.28
Solicitor,2026-06-10,1851,55075.56
Health physicist,2026-06-28,1601,101567.59
Adult guidance worker,2025-12-28,4084,59085.99
Midwife,2025-06-08,918,135104.97
Furniture designer,2024-12-03,3294,110911.71
Pensions consultant,2026-06-25,3496,142174.69
Arts development officer,2026-05-02,1196,191086.3
Chief Financial Officer,2025-03-25,3500,86386.79
Farm manager,2024-10-06,1050,163774.0
Translator,2024-10-07,4300,194884.74
Trade union research officer,2024-09-02,4784,120577.99
"Scientist, research (medical)",2024-12-13,2660,51615.18
Computer games developer,2026-04-12,2465,93271.24
"Surveyor, planning and development",2025-12-10,104,169182.96
"Geologist, engineering",2025-11-04,743,65516.34
Dispensing optician,2026-05-08,1333,148011.39
"Education officer, community",2024-11-02,4034,105179.14
Proofreader,2025-05-30,2108,93333.59
"Editor, commissioning",2025-03-30,3446,110379.88
"Engineer, broadcasting (operations)",2024-12-22,3123,142731.15
"Horticulturist, commercial",2025-02-04,1559,93076.98
Research scientist (physical sciences),2026-03-24,780,190047.03
Marine scientist,2025-07-19,1714,54439.85
Hotel manager,2025-06-03,2289,167384.98
Museum/gallery curator,2026-05-18,201,130090.6
IT consultant,2024-09-27,293,123761.57
"Engineer, structural",2024-11-22,3576,164961.06
Contracting civil engineer,2025-09-18,2308,53654.3
"Engineer, water",2026-05-26,339,178984.23
Insurance underwriter,2025-09-16,3985,155485.86
Newspaper journalist,2025-03-03,2830,64476.29
Adult nurse,2025-11-01,3274,150752.33
"Conservator, furniture",2025-08-13,865,94324.36
Fine artist,2025-02-16,794,131529.58
Editorial assistant,2026-02-25,3613,80771.99
Pensions consultant,2026-03-11,3372,91528.59
"Clinical scientist, histocompatibility and immunogenetics",2025-07-21,1002,130095.69
Office manager,2025-03-08,1784,116040.37
Petroleum engineer,2026-01-04,4358,63772.15
Environmental manager,2025-12-03,597,105146.8
Clinical embryologist,2025-06-16,1936,184640.22
Chief Operating Officer,2025-05-18,133,95766.49
"Surveyor, rural practice",2025-09-06,462,151797.0
"Runner, broadcasting/film/video",2025-04-20,1888,57990.65
Industrial buyer,2025-06-02,2798,165087.44
Ophthalmologist,2024-09-21,648,171373.81
"Scientist, research (physical sciences)",2025-01-07,1562,194896.6
"Librarian, academic",2025-02-10,1188,198699.37
Theme park manager,2026-04-16,395,111616.87
Advertising account planner,2026-05-12,2238,129030.92
"Surveyor, land/geomatics",2026-02-14,3220,63712.54
Call centre manager,2024-11-02,2836,121665.09
"Physicist, medical",2024-08-19,2442,145148.99
Youth worker,2025-08-03,2659,76420.45
Merchant navy officer,2026-02-28,3172,162203.85
Firefighter,2026-05-19,4278,114198.89
"Doctor, hospital",2024-12-11,2861,193438.66
"Engineer, structural",2025-06-16,422,90522.72
Glass blower/designer,2026-03-28,1108,127634.97
Hydrogeologist,2024-10-30,3640,195603.08
Control and instrumentation engineer,2024-11-18,2777,196830.47
"Restaurant manager, fast food",2025-08-15,4494,193651.72
"Lecturer, higher education",2025-02-23,3121,166833.36
Health physicist,2025-03-01,1405,110499.09
IT trainer,2026-02-19,51,140942.04
Public house manager,2026-01-20,1061,109891.06
Engineering geologist,2026-04-19,2975,122832.42
"Surveyor, quantity",2025-03-23,2500,183725.49
Jewellery designer,2025-04-04,4166,84514.03
Higher education careers adviser,2026-04-19,3494,54240.48
"Teacher, early years/pre",2026-06-15,443,78888.44
Insurance underwriter,2026-07-14,1429,123014.82
"Psychotherapist, child",2026-05-05,3509,69587.81
Land,2025-02-04,693,133198.46
Tree surgeon,2025-10-20,1858,71853.55
"Engineer, maintenance (IT)",2026-02-28,1400,193429.27
Pensions consultant,2024-12-23,1047,141904.92
Clinical research associate,2025-03-11,4597,138678.0
Personal assistant,2025-07-12,3235,98734.27
Higher education lecturer,2026-01-14,3206,77592.04
Newspaper journalist,2025-09-25,3719,106071.56
Freight forwarder,2024-10-31,3257,147063.62
"Psychologist, counselling",2025-04-27,3502,185290.56
Paediatric nurse,2026-02-24,1474,187173.97
"Surveyor, minerals",2026-03-23,4447,182281.83
Emergency planning/management officer,2026-07-19,3961,100917.87
Communications engineer,2025-01-23,983,149373.48
"Conservator, furniture",2024-10-28,1547,183360.08
"Geneticist, molecular",2025-05-31,3862,60238.17
Illustrator,2024-08-07,3226,117207.95
Health service manager,2024-10-07,2719,118010.7
"Producer, radio",2025-09-03,4361,167992.96
"Merchandiser, retail",2024-10-03,2333,154240.84
Research scientist (maths),2025-12-12,1333,69212.83
"Engineer, broadcasting (operations)",2026-07-27,4322,178755.59
Learning mentor,2026-07-14,1113,136669.66
Graphic designer,2026-07-04,560,56930.81
Education administrator,2024-08-29,716,120279.91
Careers adviser,2025-10-14,3390,90509.94
Sports coach,2025-07-08,4836,104430.16
Office manager,2025-04-16,2521,81144.39
Phytotherapist,2024-09-04,2235,90272.35
"Merchandiser, retail",2024-12-06,1826,100712.69
"Surveyor, minerals",2025-06-12,4400,175772.4
"Psychotherapist, dance movement",2025-11-24,966,112156.84
Financial adviser,2025-11-21,4535,154532.34
"Engineer, structural",2024-10-24,3448,152425.61
Risk manager,2024-11-18,2604,144783.12
Equality and diversity officer,2024-09-07,2862,58722.24
Insurance broker,2026-04-25,4113,164339.91
"Social research officer, government",2025-06-15,3298,189373.85
"Engineer, electronics",2024-10-03,4760,191470.26
Chartered public finance accountant,2024-09-16,1848,193140.68
"Surveyor, minerals",2025-05-30,2969,190085.06
Youth worker,2024-09-11,3067,109458.62
Systems analyst,2026-03-24,530,145657.45
Secondary school teacher,2025-05-06,1934,166597.33
Financial risk analyst,2025-04-04,1908,195143.78
"Sound technician, broadcasting/film/video",2024-10-23,1403,51601.56
"Social research officer, government",2026-01-22,3831,153695.57
Hydrographic surveyor,2024-11-25,3641,86284.6
"Producer, television/film/video",2025-11-14,4401,189735.48
"Surveyor, rural practice",2024-11-17,4818,171477.06
Haematologist,2024-12-29,3650,188275.72
Technical brewer,2026-04-10,4156,128263.23
Multimedia programmer,2025-05-30,88,64683.37
Food technologist,2024-11-17,1767,92274.48
"Accountant, chartered public finance",2024-10-01,191,55019.89
"Conservator, museum/gallery",2024-09-25,4240,66724.72
Risk manager,2025-02-07,3818,163254.09
"Engineer, energy",2025-08-16,2817,153786.43
Retail manager,2025-03-02,4450,183636.57
