project_id,project_name,department_id,status,budget,business_value,complexity
PRJ2320,Project Enterprise-wide well-modulated architecture,D017,In Progress,486221.94,3808407.75,Medium
PRJ2321,Project Front-line composite model,D004,In Progress,801400.09,1488768.6,Low
PRJ2322,Project Managed value-added framework,D007,Cancelled,155613.88,4292072.95,Critical
PRJ2323,Project Vision-oriented composite moderator,D004,In Progress,221411.87,2975213.26,Critical
PRJ2324,Project Expanded tangible strategy,D015,In Progress,174420.35,1865840.5,Critical
PRJ2325,Project Optimized motivating initiative,D015,In Progress,683035.17,2887291.39,High
PRJ2326,Project Progressive hybrid groupware,D004,In Progress,716578.91,4791773.16,Low
PRJ2327,Project Universal eco-centric emulation,D009,Completed,578726.51,1387502.65,Low
PRJ2328,Project Pre-emptive tangible matrices,D019,In Progress,176163.56,3709040.69,Critical
PRJ2329,Project Enterprise-wide high-level product,D014,Planning,120302.54,4563896.42,Low
PRJ2330,Project Programmable well-modulated task-force,D013,Cancelled,526980.03,2312826.27,High
PRJ2331,Project Focused tertiary benchmark,D008,In Progress,550418.59,3312019.67,Low
PRJ2332,Project Front-line intangible archive,D010,Completed,849414.12,1508263.22,Critical
PRJ2333,Project Cross-platform heuristic orchestration,D005,Completed,701707.99,77172.87,Critical
PRJ2334,Project Synergistic next generation protocol,D004,Completed,327018.56,2726241.66,Critical
PRJ2335,Project Object-based dynamic knowledge user,D019,Completed,554204.8,2198265.82,Critical
PRJ2336,Project Synergistic 3rdgeneration structure,D012,Cancelled,227044.96,455681.93,High
PRJ2337,Project Seamless exuding functionalities,D012,Completed,830111.43,2655750.31,Medium
PRJ2338,Project Self-enabling multi-state open architecture,D006,Completed,319634.48,1209418.18,High
PRJ2339,Project Operative dedicated throughput,D015,In Progress,104837.12,4546944.01,High
PRJ2340,Project Object-based local forecast,D001,Completed,157088.51,4569341.31,High
PRJ2341,Project Reduced solution-oriented infrastructure,D007,Completed,344114.49,3419139.89,Medium
PRJ2342,Project Inverse intermediate algorithm,D017,Completed,183629.1,1925627.23,Medium
PRJ2343,Project Versatile hybrid leverage,D002,In Progress,202475.25,4128917.12,Low
PRJ2344,Project Business-focused mobile productivity,D013,Completed,888519.32,242708.21,Low
PRJ2345,Project Grass-roots eco-centric Graphic Interface,D013,Planning,186266.88,4208517.26,Medium
PRJ2346,Project Decentralized holistic support,D012,Completed,178907.37,1473466.44,Critical
PRJ2347,Project Upgradable 24hour analyzer,D006,In Progress,653540.62,2350727.84,High
PRJ2348,Project Reactive holistic encryption,D016,In Progress,778690.57,1772824.67,High
PRJ2349,Project Automated zero administration Graphical User Interface,D010,In Progress,846349.31,2734880.32,High
PRJ2350,Project Seamless optimal projection,D004,In Progress,535792.78,697050.6,Critical
PRJ2351,Project Pre-emptive intermediate migration,D015,Planning,720759.23,3241905.7,Low
PRJ2352,Project Function-based mission-critical Internet solution,D019,In Progress,540292.16,936192.16,Critical
PRJ2353,Project Customizable fresh-thinking concept,D008,Completed,502238.01,1741698.36,High
PRJ2354,Project Innovative regional protocol,D016,In Progress,344477.06,4305407.26,Medium
PRJ2355,Project Synergized zero tolerance archive,D007,Completed,210133.63,3447168.46,High
PRJ2356,Project Right-sized systemic encryption,D004,Completed,135578.12,4280470.12,Low
PRJ2357,Project Cloned non-volatile focus group,D017,Completed,327802.68,1387173.65,Critical
PRJ2358,Project Fundamental directional synergy,D011,Completed,955216.44,630089.94,Medium
PRJ2359,Project Diverse fault-tolerant circuit,D016,In Progress,728912.73,4874939.96,Medium
PRJ2360,Project Intuitive incremental website,D005,In Progress,618908.61,3292369.55,Critical
PRJ2361,Project Seamless cohesive analyzer,D008,In Progress,416976.73,2496384.02,Critical
PRJ2362,Project Multi-layered next generation focus group,D001,Completed,441580.9,192997.15,Low
PRJ2363,Project Multi-layered human-resource system engine,D011,Completed,558129.47,3508237.46,Medium
PRJ2364,Project Focused even-keeled hub,D008,In Progress,773569.43,337226.05,Low
PRJ2365,Project Down-sized foreground algorithm,D011,Completed,902003.94,2377071.13,Medium
PRJ2366,Project Distributed content-based protocol,D012,Completed,798428.62,923695.66,Critical
PRJ2367,Project Multi-tiered full-range utilization,D012,Planning,760484.0,3414065.53,High
PRJ2368,Project Object-based fault-tolerant algorithm,D003,Completed,528933.05,3563614.69,Critical
PRJ2369,Project Streamlined cohesive alliance,D004,In Progress,949933.68,2475644.4,Medium
PRJ2370,Project Quality-focused 24hour encoding,D014,Completed,206292.63,607803.49,Low
PRJ2371,Project Enhanced zero-defect support,D002,Completed,667045.82,4416178.56,High
PRJ2372,Project Versatile homogeneous open system,D020,Completed,402568.23,3182307.18,Medium
PRJ2373,Project Visionary asynchronous structure,D001,Completed,677230.12,4542525.82,Low
PRJ2374,Project Total full-range data-warehouse,D001,Completed,896982.38,1834177.31,High
PRJ2375,Project Proactive executive benchmark,D014,Completed,513637.92,3301595.8,Medium
PRJ2376,Project Face-to-face responsive standardization,D003,In Progress,702987.9,4507216.12,High
PRJ2377,Project Advanced 6thgeneration circuit,D020,Completed,927286.24,1937804.32,Low
PRJ2378,Project Compatible bandwidth-monitored data-warehouse,D015,Completed,609375.35,4423805.47,Low
PRJ2379,Project Re-engineered asynchronous ability,D019,Completed,163613.77,1239368.22,Medium
PRJ2380,Project Visionary 3rdgeneration access,D006,Completed,117510.21,3516499.97,Critical
PRJ2381,Project Up-sized responsive matrices,D015,In Progress,318533.73,4144169.83,High
PRJ2382,Project Vision-oriented client-server budgetary management,D012,In Progress,556681.63,3175219.73,High
PRJ2383,Project Object-based heuristic access,D013,Completed,651657.55,718967.28,Critical
PRJ2384,Project Self-enabling hybrid throughput,D005,In Progress,518555.22,987869.37,Low
PRJ2385,Project Grass-roots intangible approach,D019,Planning,516213.34,1545567.39,Low
PRJ2386,Project Advanced stable groupware,D016,Completed,993892.83,4325172.71,High
PRJ2387,Project Vision-oriented grid-enabled knowledgebase,D011,Completed,688289.13,2574415.76,Critical
PRJ2388,Project Synergistic coherent open system,D008,Completed,863373.14,3831050.82,High
PRJ2389,Project Mandatory local frame,D001,Completed,527307.52,1237584.19,Medium
PRJ2390,Project Cloned real-time Local Area Network,D018,Completed,123537.48,4862408.56,Medium
PRJ2391,Project Networked 5thgeneration structure,D009,Planning,179112.62,1784967.39,High
PRJ2392,Project Versatile dynamic neural-net,D012,Completed,196745.43,3255574.91,Medium
PRJ2393,Project Enhanced composite system engine,D001,In Progress,983661.2,4633826.22,Critical
PRJ2394,Project Fundamental cohesive Internet solution,D019,Completed,935156.63,889919.66,Low
PRJ2395,Project Quality-focused asymmetric website,D005,Completed,345597.18,2238064.86,High
PRJ2396,Project Public-key motivating structure,D012,Completed,221099.4,1740163.49,Critical
PRJ2397,Project Ameliorated 5thgeneration synergy,D019,In Progress,437713.27,4663917.93,Critical
PRJ2398,Project Robust national productivity,D017,Completed,805886.7,2552252.78,Medium
PRJ2399,Project User-centric bottom-line approach,D019,In Progress,314711.13,554300.67,High
PRJ2400,Project Focused eco-centric hierarchy,D012,In Progress,570183.88,3989514.56,Low
PRJ2401,Project Programmable encompassing neural-net,D007,Planning,745276.58,3873800.34,Low
PRJ2402,Project Right-sized optimizing matrices,D012,Completed,821098.71,3136633.19,Low
PRJ2403,Project Synchronized grid-enabled function,D017,Completed,124028.44,2459043.9,Medium
PRJ2404,Project Extended transitional attitude,D007,In Progress,483396.84,4963018.79,Low
PRJ2405,Project Operative next generation orchestration,D004,Cancelled,732177.42,1386471.35,Medium
PRJ2406,Project Cloned zero-defect throughput,D008,Completed,69833.24,2247669.33,High
PRJ2407,Project Synchronized encompassing frame,D017,Completed,49403.14,593516.17,Low
PRJ2408,Project Self-enabling executive middleware,D003,Completed,911302.67,949123.6,High
PRJ2409,Project Adaptive mission-critical migration,D019,Planning,670738.24,2939874.54,Critical
PRJ2410,Project Multi-channeled impactful extranet,D011,Completed,624955.53,3957044.63,High
PRJ2411,Project Focused background customer loyalty,D019,Completed,861198.66,2378154.34,High
PRJ2412,Project Monitored context-sensitive Graphical User Interface,D014,Completed,344360.43,824559.91,Low
PRJ2413,Project Front-line mobile paradigm,D006,Completed,904292.54,4211741.04,Critical
PRJ2414,Project Innovative high-level Internet solution,D014,Completed,712988.19,2717770.47,Medium
PRJ2415,Project Advanced impactful encryption,D001,Completed,329068.06,1674199.01,Medium
PRJ2416,Project Polarized mobile support,D017,Planning,420014.14,2964371.77,Medium
PRJ2417,Project Horizontal secondary neural-net,D001,In Progress,953066.29,769576.11,Low
PRJ2418,Project Centralized bifurcated flexibility,D012,Completed,654001.24,3012621.92,Critical
PRJ2419,Project Extended dynamic Graphic Interface,D003,In Progress,113616.67,3497555.95,High
PRJ2420,Project Assimilated eco-centric archive,D009,Planning,607567.87,1288416.65,Critical
PRJ2421,Project Implemented analyzing open system,D017,Completed,512478.93,3760485.82,Critical
PRJ2422,Project Self-enabling grid-enabled contingency,D012,In Progress,228000.88,4685483.42,High
PRJ2423,Project Persistent logistical strategy,D006,Planning,159740.35,995604.93,Critical
PRJ2424,Project Innovative bottom-line leverage,D005,Completed,199825.35,1699400.89,High
PRJ2425,Project Self-enabling upward-trending open architecture,D003,Completed,189330.58,1675270.65,Medium
PRJ2426,Project De-engineered radical protocol,D009,Cancelled,13203.94,3110633.83,Medium
PRJ2427,Project User-centric grid-enabled interface,D005,Completed,603991.57,2730213.03,Critical
PRJ2428,Project Switchable 5thgeneration function,D018,Completed,568480.51,2876253.36,Low
PRJ2429,Project Intuitive needs-based moderator,D017,Planning,272368.16,2267878.78,High
PRJ2430,Project Multi-channeled mission-critical benchmark,D001,Completed,269426.98,1268385.91,Medium
PRJ2431,Project Compatible zero administration frame,D010,Completed,159854.2,134415.88,Low
PRJ2432,Project Up-sized fault-tolerant complexity,D013,In Progress,400630.44,1072849.99,Critical
PRJ2433,Project Future-proofed 6thgeneration infrastructure,D014,In Progress,335550.62,4515241.52,High
PRJ2434,Project Progressive solution-oriented throughput,D003,In Progress,770707.99,1668057.22,Medium
PRJ2435,Project Stand-alone modular flexibility,D016,Completed,132086.36,63396.14,Medium
PRJ2436,Project Synchronized bandwidth-monitored intranet,D005,In Progress,857842.27,2319423.95,High
PRJ2437,Project Inverse interactive orchestration,D007,Planning,525345.95,3431604.41,Critical
PRJ2438,Project Re-engineered executive software,D003,Completed,631421.91,1938815.65,Low
PRJ2439,Project Enterprise-wide content-based hierarchy,D014,In Progress,633025.53,285326.13,High
PRJ2440,Project Visionary systematic help-desk,D006,Completed,687062.83,3168038.83,Medium
PRJ2441,Project Versatile intermediate orchestration,D019,In Progress,230310.74,1773034.86,High
PRJ2442,Project Organized intangible knowledge user,D007,Planning,913252.92,793337.46,High
PRJ2443,Project Innovative responsive access,D002,Completed,464108.36,1948866.41,High
PRJ2444,Project Total motivating success,D001,Completed,537676.25,2688997.84,Low
PRJ2445,Project Re-contextualized directional leverage,D016,Completed,960340.37,4551864.32,Low
PRJ2446,Project Seamless client-server artificial intelligence,D020,Planning,886953.76,96128.16,Medium
PRJ2447,Project Multi-layered transitional solution,D019,In Progress,850960.14,2963229.98,Critical
PRJ2448,Project Persistent system-worthy encoding,D013,Completed,227468.38,2644410.43,Medium
PRJ2449,Project Function-based executive product,D020,In Progress,847980.83,4023623.59,Low
PRJ2450,Project Profit-focused homogeneous capability,D008,Completed,147723.44,1190298.92,Critical
PRJ2451,Project Compatible maximized Graphic Interface,D004,Planning,339924.37,507056.71,Low
PRJ2452,Project Cross-platform fault-tolerant structure,D005,In Progress,945530.67,942900.29,Medium
PRJ2453,Project Multi-lateral bottom-line algorithm,D016,Completed,364405.88,418550.77,High
PRJ2454,Project De-engineered 4thgeneration superstructure,D003,Completed,518442.41,827760.74,Medium
PRJ2455,Project Profit-focused system-worthy capability,D017,Completed,161459.35,1533183.06,Critical
PRJ2456,Project Focused systematic frame,D014,In Progress,856976.16,1531151.19,High
PRJ2457,Project Reduced multi-state functionalities,D018,Completed,116282.04,3752845.82,Low
PRJ2458,Project Front-line 24hour collaboration,D002,Planning,229556.39,268313.2,High
PRJ2459,Project Re-contextualized non-volatile adapter,D005,Completed,614169.81,558057.59,Critical
PRJ2460,Project Focused coherent moratorium,D013,Completed,577694.73,2546905.14,Critical
PRJ2461,Project Optimized mobile superstructure,D008,Cancelled,18579.36,1365002.65,Low
PRJ2462,Project Reduced asymmetric groupware,D014,Planning,968094.33,867116.81,Critical
PRJ2463,Project Multi-layered multi-tasking database,D015,Cancelled,880533.84,2499396.49,Critical
PRJ2464,Project Grass-roots bandwidth-monitored frame,D008,Completed,136758.0,1639956.07,High
PRJ2465,Project Upgradable analyzing encryption,D003,In Progress,632390.14,1209980.17,High
PRJ2466,Project Adaptive dynamic database,D020,In Progress,289192.93,3237048.28,Low
PRJ2467,Project Mandatory zero-defect open system,D006,In Progress,109666.82,4082589.83,Low
PRJ2468,Project Horizontal coherent focus group,D017,In Progress,704092.24,357413.3,Low
PRJ2469,Project Multi-layered attitude-oriented neural-net,D010,In Progress,396736.61,2286383.15,Medium
PRJ2470,Project Digitized background toolset,D020,Completed,859155.04,1136183.61,High
PRJ2471,Project Object-based holistic contingency,D008,Completed,84423.25,1286399.33,Critical
PRJ2472,Project Pre-emptive systemic data-warehouse,D004,In Progress,422773.25,2301306.91,High
PRJ2473,Project Down-sized local emulation,D013,Planning,873124.11,813735.08,High
PRJ2474,Project Profit-focused regional capacity,D006,Completed,861329.3,3045367.29,High
PRJ2475,Project Self-enabling attitude-oriented emulation,D016,Completed,919170.57,1114209.27,Medium
PRJ2476,Project Automated real-time archive,D014,Completed,135271.6,4605576.74,Low
PRJ2477,Project Multi-lateral mission-critical encoding,D001,Completed,120363.1,2976739.81,Medium
PRJ2478,Project Adaptive hybrid secured line,D019,In Progress,468561.9,1058723.22,High
PRJ2479,Project Robust real-time encryption,D020,In Progress,611660.33,3368910.89,Critical
PRJ2480,Project Open-source disintermediate secured line,D008,Completed,902916.36,4702958.53,High
PRJ2481,Project Intuitive logistical moderator,D006,In Progress,91361.22,3938825.56,Medium
PRJ2482,Project Down-sized coherent software,D017,Completed,826292.09,1431526.27,High
PRJ2483,Project Customizable responsive workforce,D007,Completed,384634.13,178326.22,Low
